Date,Location_1,Avg(RLA%)Ckt-1-C01,Avg(RLA%)Ckt-2-C01,Approach temp-C01,Avg(RLA%)Ckt-1-C02,Avg(RLA%)Ckt-2-C02,Approach temp-C02,Avg(RLA%)Ckt-1-C03,Avg(RLA%)Ckt-2-C03,Approach temp-C03,Avg(RLA%)Ckt-1-C04,Avg(RLA%)Ckt-2-C04,Approach temp-C04,Location_2,Avg(RLA%)Ckt-1-D01,Avg(RLA%)Ckt-2-D01,Approach temp-D01,Avg(RLA%)Ckt-1-D02,Avg(RLA%)Ckt-2-D02,Approach temp-D02,Avg(RLA%)Ckt-1-D03,Avg(RLA%)Ckt-2-D03,Approach temp-D03,Avg(RLA%)Ckt-1-D04,Avg(RLA%)Ckt-2-D04,Approach temp-D04
6/1/2026,Building_C,0,0,0,0,0,0,63,60,1.4,55,42,4.7,Building_D,67,65,3.6,0,0,0,49,77,-0.1,0,0,0
7/1/2026,Building_C,0,0,0,0,0,0,63,60,1.5,49,42,4,Building_D,60,58,3.4,0,0,0,53,54,2.3,0,0,0
8/1/2026,Building_C,0,0,0,0,0,0,66,55,5.3,51,41,4.6,Building_D,54,53,4.2,0,0,0,46,56,0.9,0,0,0
9/1/2026,Building_C,0,0,0,0,0,0,64,55,5.1,41,44,2.2,Building_D,51,50,4.2,0,0,0,0,57,0,0,0,0
10/1/2026,Building_C,0,0,0,0,0,0,59,54,4.5,40,42,2.5,Building_D,45,64,4.1,0,0,0,0,56,0,0,0,0
11/1/2026,Building_C,0,0,0,0,0,0,58,63,4.4,43,42,2.6,Building_D,53,45,4.7,0,0,0,0,55,0,0,0,0
12/1/2026,Building_C,56,67,1.3,62,0,3.7,0,0,0,0,0,0,Building_D,0,0,0,49,42,3.7,0,0,0,48,44,3.4
13/1/2026,Building_C,59,60,2.8,59,56,3.2,0,0,0,0,0,0,Building_D,0,0,0,51,44,3.8,0,0,0,52,45,3.7
14/1/2026,Building_C,68,68,3,68,59,3.6,0,0,0,0,0,0,Building_D,0,0,0,63,46,4.5,0,0,0,70,47,6.3
15/1/2026,Building_C,69,69,3.1,65,64,2.7,0,0,0,0,0,0,Building_D,0,0,0,57,57,3.3,0,0,0,50,82,0.8
16/1/2026,Building_C,73,73,3.2,67,66,2.6,0,0,0,0,0,0,Building_D,0,0,0,61,62,3.1,0,0,0,62,86,4.2
17/1/2026,Building_C,78,78,3.5,70,69,2.6,0,0,0,0,0,0,Building_D,0,0,0,66,66,3.2,0,0,0,64,87,4.2
18/1/2026,Building_C,83,84,3.6,72,71,2.3,0,0,0,0,0,0,Building_D,0,0,0,70,52,3.7,0,0,0,66,94,4.9
19/1/2026,Building_C,84,83,3.8,72,72,2.2,0,0,0,0,0,0,Building_D,0,0,0,69,69,3.2,0,0,0,64,89,4.2
20/1/2026,Building_C,90,90,3.9,75,75,2.1,0,0,0,0,0,0,Building_D,0,0,0,72,72,3.3,0,0,0,70,91,4.6
21/1/2026,Building_C,93,93,3.8,77,76,2.3,0,0,0,0,0,0,Building_D,0,0,0,81,79,3.6,0,0,0,73,92,4.8
22/1/2026,Building_C,74,74,3.5,68,67,2.6,0,0,0,0,0,0,Building_D,0,0,0,60,61,3,0,0,0,61,85,4.4
23/1/2026,Building_C,69,68,3.4,66,60,3.4,0,0,0,0,0,0,Building_D,0,0,0,53,53,3.3,0,0,0,57,78,5
24/1/2026,Building_C,69,70,3.2,67,61,3.4,0,0,0,0,0,0,Building_D,0,0,0,50,51,0.9,0,0,0,45,77,8
25/1/2026,Building_C,66,65,3.2,66,59,3.8,0,0,0,0,0,0,Building_D,0,0,0,51,52,2.9,0,0,0,55,73,4.3
26/1/2026,Building_C,70,70,3.5,65,71,3.9,0,0,0,0,0,0,Building_D,0,0,0,71,73,4.2,0,0,0,78,68,4.6
27/1/2026,Building_C,70,70,0,65,71,0,63,59,3.3,0,67,1.2,Building_D,74,75,5,-1.4,71,0,55,84,1.4,78,68,0
28/1/2026,Building_C,70,70,0,65,71,0,62,58,3.3,43,53,1.4,Building_D,58,58,3.6,0.7,71,0,53,59,1.6,78,68,0
29/1/2026,Building_C,70,70,0,65,71,0,64,60,3.5,43,56,1.4,Building_D,63,63,4.3,-0.1,71,0,53,73,1.5,78,68,0
30/1/2026,Building_C,70,70,0,65,71,0,66,66,3.2,52,51,2.9,Building_D,68,67,4.2,0.8,71,0,56,79,1.4,78,68,0
31/1/2026,Building_C,0,0,0,0,0,0,70,70,3.2,54,55,3.7,Building_D,89,90,5,0,0,0,79,69,2,0,0,0
1/2/2026,Building_C,0,0,0,0,0,0,67,68,2.9,54,55,3.9,Building_D,71,72,4.1,0,0,0,73,58,1.2,0,0,0
2/2/2026,Building_C,0,0,0,0,0,0,41,82,5.8,49,43,1.2,Building_D,65,65,4.3,0,0,0,65,54,1.3,0,0,0
3/2/2026,Building_C,0,0,0,0,0,0,54,58,5.7,56,55,1.4,Building_D,64,66,4.5,0,0,0,64,55,1.4,0,0,0
4/2/2026,Building_C,0,0,0,0,0,0,63,64,3.1,52,45,1.2,Building_D,66,67,4.3,0,0,0,72,58,1.2,0,0,0
5/2/2026,Building_C,0,0,0,0,0,0,66,66,3,53,54,2.8,Building_D,61,90,5.3,0,0,0,79,67,1.8,0,0,0
6/2/2026,Building_C,0,0,0,0,0,0,68,69,2.9,57,56,3.1,Building_D,93,94,3.5,0,0,0,83,74,3.1,0,0,0
7/2/2026,Building_C,0,0,0,0,0,0,71,71,3,58,57,3.1,Building_D,93,91,5.3,0,0,0,74,91,2.2,0,0,0
8/2/2026,Building_C,0,0,0,0,0,0,60,74,3,60,58,3,Building_D,93,94,5.1,0,0,0,84,76,2.2,0,0,0
9/2/2026,Building_C,76,76,3.1,68,68,2.5,0,0,0,0,0,0,Building_D,0,0,0,84,79,4.2,0,0,0,67,90,6.6
10/2/2026,Building_C,67,68,2.9,69,60,2.3,0,0,0,0,0,0,Building_D,0,0,0,60,60,3,0,0,0,59,85,3.5
11/2/2026,Building_C,72,73,1.6,67,67,2.3,0,0,0,0,0,0,Building_D,0,0,0,71,71,3.3,0,0,0,66,89,4.4
12/2/2026,Building_C,68,68,1.7,68,60,1,0,0,0,0,0,0,Building_D,0,0,0,65,65,3.3,0,0,0,60,88,3.2
13/2/2026,Building_C,72,72,3.2,68,68,2.5,0,0,0,0,0,0,Building_D,0,0,0,92,94,4.3,0,0,0,83,96,5.7
14/2/2026,Building_C,79,79,3.5,70,70,2.6,0,0,0,0,0,0,Building_D,0,0,0,92,93,4.6,0,0,0,81,96,6.3
15/2/2026,Building_C,79,79,3.6,60,60,2.6,0,0,0,0,0,0,Building_D,0,0,0,92,93,4.3,0,0,0,73,89,5.1
16/2/2026,Building_C,83,83,3.8,71,71,2.7,0,0,0,0,0,0,Building_D,0,0,0,93,95,4.3,0,0,0,83,97,5.4
17/2/2026,Building_C,85,84,3.8,72,72,2.6,0,0,0,0,0,0,Building_D,0,0,0,92,93,4.4,0,0,0,81,95,5.2
18/2/2026,Building_C,82,81,3.6,70,70,2.5,0,0,0,0,0,0,Building_D,0,0,0,94,95,4.2,0,50,0,84,97,5.4
19/2/2026,Building_C,85,83,3.9,71,71,2.7,0,0,0,0,0,0,Building_D,0,0,0,93,94,4.5,0,48,0,84,97,5.6
20/2/2026,Building_C,82,81,4.2,70,70,2.8,0,0,0,0,0,0,Building_D,0,0,0,85,87,4.2,0,0,0,72,89,5.5
21/2/2026,Building_C,80,82,4,70,70,2.6,0,0,0,0,0,0,Building_D,0,0,0,91,92,4.1,0,0,0,81,95,4.9
22/2/2026,Building_C,98,99,3.6,79,78,2.3,0,0,0,0,0,0,Building_D,0,0,0,87,88,3.3,0,0,0,75,90,3.2
23/2/2026,Building_C,95,95,0,78,78,0,0,0,3.8,0,0,2.7,Building_D,0,0,5.1,68,67,0,0,0,2.4,61,63,0
24/2/2026,Building_C,0,0,0,0,0,0,94,94,3.6,74,74,2.8,Building_D,95,96,4.5,0,0,0,80,78,1.6,0,0,0
25/2/2026,Building_C,0,0,0,0,0,0,80,79,3.6,60,60,3,Building_D,76,76,4.5,0,0,0,64,64,1.6,0,0,0
26/2/2026,Building_C,0,0,0,0,0,0,76,76,3.3,60,60,2.9,Building_D,89,89,5,0,0,0,76,76,1.9,0,0,0
27/2/2026,Building_C,0,0,0,0,0,0,75,76,3,60,60,3.1,Building_D,86,85,5,0,0,0,72,70,1.8,0,0,0
28/2/2026,Building_C,0,0,0,0,0,0,82,87,3.5,65,64,2.4,Building_D,80,79,5.4,0,0,0,68,87,2.1,0,0,0
1/3/2026,Building_C,0,0,0,0,0,0,82,87,3.7,64,64,3.1,Building_D,95,93,6,0,0,0,73,92,2.7,0,0,0
2/3/2026,Building_C,0,0,0,0,0,0,80,82,3.3,69,65,2.9,Building_D,96,93,6.5,0,0,0,73,92,2.5,0,0,0
3/3/2026,Building_C,0,0,0,0,0,0,80,85,3.7,67,66,4.6,Building_D,94,92,6.5,0,0,0,71,91,2.6,0,0,0
4/3/2026,Building_C,0,0,0,0,0,0,72,72,3.6,63,62,4.3,Building_D,93,92,6.4,0,0,0,75,97,2.5,0,0,0
5/3/2026,Building_C,0,0,0,0,0,0,73,71,3.5,65,65,4.4,Building_D,88,87,6.3,0,0,0,74,95,2.7,0,0,0
6/3/2026,Building_C,0,0,0,0,0,0,75,74,3.3,65,65,4.2,Building_D,86,85,6.5,0,0,0,71,93,2.8,0,0,0
7/3/2026,Building_C,0,0,0,0,0,0,72,71,3.4,62,62,4.7,Building_D,91,92,6,0,0,0,70,90,2.9,0,0,0
8/3/2026,Building_C,0,0,0,0,0,0,72,73,3.6,64,63,5.2,Building_D,91,95,6.3,0,0,0,80,69,1.8,0,0,0
9/3/2026,Building_C,0,0,0,0,0,0,65,65,3.2,56,56,4.7,Building_D,88,88,5.3,0,0,0,73,98,1.7,0,0,0
10/3/2026,Building_C,70,71,3.3,64,64,2.7,0,0,0,0,0,0,Building_D,0,0,0,80,49,5.4,0,0,0,83,86,4.8
11/3/2026,Building_C,70,70,3.3,65,64,2.7,0,0,0,0,0,0,Building_D,0,0,0,57,56,2.8,0,0,0,84,88,4.5
12/3/2026,Building_C,75,75,3.4,66,66,2.7,0,0,0,0,0,0,Building_D,0,0,0,71,71,3.4,0,0,0,91,91,4.7
13/3/2026,Building_C,70,70,3.3,64,64,2.7,0,0,0,0,0,0,Building_D,0,0,0,66,67,3.5,0,0,0,90,93,5.2
14/3/2026,Building_C,77,77,3.7,67,67,2.6,0,0,0,0,0,0,Building_D,0,0,0,67,67,3.2,0,0,0,90,94,4.7
15/3/2026,Building_C,71,71,3.2,65,64,2.6,0,0,0,0,0,0,Building_D,0,0,0,63,65,3.4,0,0,0,87,90,6.3
16/3/2026,Building_C,78,78,2.2,66,65,2.2,0,0,0,0,0,0,Building_D,0,0,0,83,85,3.7,0,0,0,92,95,5
17/3/2026,Building_C,86,87,3.8,71,65,3,0,0,0,0,0,0,Building_D,0,0,0,90,92,4.2,0,0,0,94,96,5.2
18/3/2026,Building_C,80,81,3.9,69,69,2.7,0,0,0,0,0,0,Building_D,0,0,0,83,84,3.8,0,0,0,93,94,5.3
19/3/2026,Building_C,84,82,3.9,70,70,2.8,0,0,0,0,0,0,Building_D,0,0,0,81,81,3.8,0,0,0,90,92,5.2
20/3/2026,Building_C,86,86,3.9,71,72,2.8,0,0,0,0,0,0,Building_D,0,0,0,92,94,4.3,0,0,0,95,98,5.5
21/3/2026,Building_C,79,79,3.6,68,68,2.5,0,0,0,0,0,0,Building_D,0,0,0,79,80,3.6,0,0,0,95,93,2.7
22/3/2026,Building_C,87,88,3.7,71,71,2.5,0,0,0,0,0,0,Building_D,0,0,0,90,92,4.3,0,0,0,95,95,6.6
23/3/2026,Building_C,85,86,4,72,71,2.6,0,0,0,0,0,0,Building_D,0,0,0,90,90,4.7,0,0,0,89,93,4.6
24/3/2026,Building_C,0,0,0,0,0,0,78,78,3.6,64,64,3.2,Building_D,99,97,6.7,0,0,0,93,97,4.1,0,0,0
25/3/2026,Building_C,0,0,0,0,0,0,78,78,3.4,67,67,3.4,Building_D,96,94,6.8,0,0,0,90,94,4.2,0,0,0
26/3/2026,Building_C,0,0,0,0,0,0,74,75,3.4,63,63,3.2,Building_D,96,96,7,0,0,0,89,93,4.1,0,0,0
27/3/2026,Building_C,0,0,0,0,0,0,81,84,3,70,70,2.9,Building_D,95,93,7,0,0,0,89,93,4.1,0,0,0
28/3/2026,Building_C,0,0,0,0,0,0,73,73,3.1,61,61,3,Building_D,92,89,6.8,0,0,0,86,90,4.4,0,0,0
29/3/2026,Building_C,0,0,0,0,0,0,70,71,3.2,59,60,2.9,Building_D,94,92,6.7,0,0,0,86,90,4,0,0,0
30/3/2026,Building_C,0,0,0,0,0,0,70,70,3.4,63,62,4.8,Building_D,91,89,6.7,0,0,0,84,88,3.9,0,0,0
31/3/2026,Building_C,0,0,0,0,0,0,78,59,4.6,56,52,4.3,Building_D,89,89,6.6,0,0,0,83,86,4.3,0,0,0
1/4/2026,Building_C,0,0,0,0,0,0,77,77,3.4,70,65,4.9,Building_D,93,91,6.5,0,0,0,87,90,4.1,0,0,0
2/4/2026,Building_C,0,0,0,0,0,0,81,81,3.3,74,74,1.8,Building_D,94,92,7,0,0,0,87,91,4.4,0,0,0
3/4/2026,Building_C,0,0,0,0,0,0,70,70,3.1,62,62,5,Building_D,93,90,7.2,0,0,0,86,90,4.3,0,0,0
4/4/2026,Building_C,0,0,0,0,0,0,68,66,3,59,59,4.9,Building_D,94,95,7.2,0,0,0,88,86,4.3,0,0,0
5/4/2026,Building_C,0,0,0,0,0,0,75,72,3.2,66,66,4.8,Building_D,95,95,6.9,0,0,0,88,87,4.2,0,0,0
6/4/2026,Building_C,81,81,2.9,71,71,2.2,0,0,0,0,0,0,Building_D,0,0,0,90,92,4.3,0,0,0,80,95,5.6
7/4/2026,Building_C,73,74,3.2,68,68,2.4,0,0,0,0,0,0,Building_D,0,0,0,94,97,4.1,0,0,0,82,99,5.7
8/4/2026,Building_C,84,85,3.7,70,69,2.4,0,0,0,0,0,0,Building_D,0,0,0,94,96,4.7,0,0,0,80,96,5.6
9/4/2026,Building_C,83,84,3.7,70,70,2.6,0,0,0,0,0,0,Building_D,0,0,0,91,93,4.7,0,0,0,78,96,6
10/4/2026,Building_C,86,84,3.9,71,72,2.7,0,0,0,0,0,0,Building_D,0,0,0,95,97,4.9,0,0,0,81,99,6.3
11/4/2026,Building_C,82,82,3.5,84,63,4.7,0,0,0,0,0,0,Building_D,0,0,0,90,92,5.3,0,0,0,77,95,6.3
12/4/2026,Building_C,85,85,3.7,70,70,2.6,0,0,0,0,0,0,Building_D,0,0,0,95,97,5.3,0,0,0,83,99,6.2
13/4/2026,Building_C,87,88,0,0,0,0,0,0,0,0,0,0,Building_D,0,0,0,0,0,0,0,0,0,0,0,0
14/4/2026,Building_C,88,89,4.1,79,80,3.4,0,0,0,0,0,0,Building_D,0,0,0,97,99,5.4,0,0,0,103,105,7.8
15/4/2026,Building_C,91,91,4.2,82,82,3.3,0,0,0,0,0,0,Building_D,0,0,0,98,100,6.1,0,62,0.1,81,101,7.4
16/4/2026,Building_C,94,90,4.5,87,87,3.9,0,0,0,0,0,0,Building_D,0,0,0,95,98,6.7,0,51,0,78,702,7.3
17/4/2026,Building_C,93,89,4.4,79,78,3.5,0,0,0,0,0,0,Building_D,0,0,0,97,99,7.1,61,100,2,80,82,7.7
18/4/2026,Building_C,91,87,4.3,73,73,3.1,0,0,0,0,0,0,Building_D,0,0,0,77,76,4.5,69,95,2.3,72,94,5.8
19/4/2026,Building_C,90,89,4.2,71,72,2.9,0,0,0,0,0,0,Building_D,0,0,0,91,93,5.2,72,95,4.4,0,0,0
20/4/2026,Building_C,90,93,4.2,71,71,2.7,0,0,0,0,0,0,Building_D,96,95,7.3,0,0,0,73,95,3.3,0,0,0
21/4/2026,Building_C,0,0,0,0,0,0,76,80,3.5,67,65,3.4,Building_D,97,95,7,0,0,0,89,92,4.3,0,0,0
22/4/2026,Building_C,0,0,0,0,0,0,78,81,3.7,68,67,3.5,Building_D,97,98,7.2,0,0,0,88,91,4.2,0,0,0
23/4/2026,Building_C,0,0,0,0,0,0,81,83,3.6,69,72,3.4,Building_D,103,103,7.7,0,0,0,93,96,4.8,0,0,0
24/4/2026,Building_C,0,0,0,0,0,0,79,81,3.5,68,68,3.4,Building_D,102,101,7.9,0,0,0,93,94,4.9,0,0,0
25/4/2026,Building_C,0,0,0,0,0,0,77,77,3.4,66,66,3.4,Building_D,103,100,7.8,0,0,0,94,100,4.7,0,0,0
26/4/2026,Building_C,0,0,0,0,0,0,78,77,3.4,68,68,4.6,Building_D,101,99,7.8,0,0,0,93,99,4.4,0,0,0
27/4/2026,Building_C,0,0,0,0,0,0,76,75,3.3,68,68,4.6,Building_D,100,97,7.9,0,0,0,91,97,4.6,0,0,0
28/4/2026,Building_C,0,0,0,0,0,0,80,78,3.7,70,70,4.8,Building_D,102,98,8.1,0,0,0,91,97,4.6,0,0,0
29/4/2026,Building_C,0,0,0,0,0,0,95,90,4.4,66,83,3.2,Building_D,103,100,8.1,0,0,0,94,102,4.5,0,0,0
30/4/2026,Building_C,0,0,0,0,0,0,80,80,3.6,68,68,3.4,Building_D,98,103,8,0,0,0,96,103,5,0,0,0
1/5/2026,Building_C,0,0,0,0,0,0,72,72,3.3,64,63,4.8,Building_D,80,79,5.9,73,73,3.8,66,96,1.2,0,0,0
2/5/2026,Building_C,0,0,0,0,0,0,75,79,3.4,67,67,4.8,Building_D,86,88,4.2,0,0,0,82,85,2.5,0,0,0
3/5/2026,Building_C,0,0,0,0,0,0,83,87,3.4,72,75,2.9,Building_D,68,68,3.1,0,0,0,58,59,0.6,0,0,0
4/5/2026,Building_C,0,0,0,0,0,0,77,76,3.3,69,68,3.1,Building_D,78,77,3.1,0,0,0,66,85,0.6,0,0,0
5/5/2026,Building_C,70,71,2.7,64,65,2.3,0,0,0,0,0,0,Building_D,79,89,3.3,0,0,0,71,88,1.5,0,0,0
6/5/2026,Building_C,91,89,3.9,76,75,2.9,0,0,0,0,0,0,Building_D,93,92,4.1,0,0,0,89,91,2.4,0,0,0
7/5/2026,Building_C,85,85,3.4,70,70,2.4,0,0,0,0,0,0,Building_D,91,90,4.2,0,0,0,86,90,2.5,0,0,0
8/5/2026,Building_C,88,86,3.5,74,73,2.7,0,0,0,0,0,0,Building_D,92,90,4.1,0,0,0,88,90,2.4,0,0,0
9/5/2026,Building_C,92,89,3.7,70,70,2.4,0,0,0,0,0,0,Building_D,93,95,4,0,0,0,90,93,2.2,0,0,0
10/5/2026,Building_C,90,87,3.6,69,70,2.5,0,0,0,0,0,0,Building_D,93,91,4.1,0,0,0,90,91,2.3,0,0,0
11/5/2026,Building_C,90,88,3.8,79,64,3.7,0,0,0,0,0,0,Building_D,92,90,3.2,0,0,0,88,90,2.4,0,0,0
12/5/2026,Building_C,90,87,3.8,70,70,3.7,0,0,0,0,0,0,Building_D,94,92,4.4,0,0,0,90,92,2.5,0,0,0
13/5/2026,Building_C,0,0,0,0,0,0,73,73,3.3,61,61,3,Building_D,92,90,4,0,0,0,88,91,2.3,0,0,0
14/5/2026,Building_C,0,0,0,0,0,0,74,74,3.3,64,63,3.1,Building_D,93,91,4.2,0,0,0,89,91,2.4,0,0,0
15/5/2026,Building_C,0,0,0,0,0,0,76,75,3.4,64,64,3,Building_D,90,90,4.2,0,0,0,87,90,2.6,0,0,0
16/5/2026,Building_C,0,0,0,0,0,0,77,76,3.5,66,66,3,Building_D,92,91,4,0,0,0,88,81,2.4,0,0,0
17/5/2026,Building_C,0,0,0,0,0,0,69,69,3.2,57,57,2.8,Building_D,89,88,3.9,0,0,0,84,87,2.3,0,0,0
18/5/2026,Building_C,0,0,0,0,0,0,69,68,3.3,60,59,4.5,Building_D,90,89,4,0,0,0,70,87,1.6,0,0,0
19/5/2026,Building_C,0,0,0,0,0,0,70,70,3.1,60,60,4.1,Building_D,0,0,0,88,88,3.7,0,0,0,87,89,3.6
20/5/2026,Building_C,0,0,0,0,0,0,78,79,3.6,68,76,4.7,Building_D,0,0,0,87,88,3.6,0,0,0,66,88,3.7
21/5/2026,Building_C,0,0,0,0,0,0,75,75,3.7,67,70,4.9,Building_D,0,0,0,86,88,3.7,0,0,0,63,86,3.3
22/5/2026,Building_C,0,0,0,0,0,0,82,83,4.1,69,77,4.9,Building_D,0,0,0,72,72,2.9,64,87,0.9,64,87,3.5
23/5/2026,Building_C,0,0,0,0,0,0,75,75,4.2,66,70,4.7,Building_D,0,0,0,66,67,2.9,56,84,0.3,62,84,3.4
24/5/2026,Building_C,0,0,0,0,0,0,75,74,4.4,66,71,4.9,Building_D,0,0,0,67,67,2.8,60,84,0.5,63,85,3.4
25/5/2026,Building_C,0,0,0,0,0,0,75,75,4,66,68,4.7,Building_D,0,0,0,72,73,3.1,65,86,0.9,64,87,3.4
26/5/2026,Building_C,0,0,0,72,72,2.8,74,74,3.9,0,0,0,Building_D,0,0,0,71,72,3,64,86,0.9,64,87,3.4
27/5/2026,Building_C,0,0,0,73,73,3,78,80,4.5,0,0,0,Building_D,0,0,0,67,67,3.1,60,85,0.6,63,86,0
28/5/2026,Building_C,0,0,0,34.9,34.5,3,77,72,4.4,0,0,0,Building_D,0,0,3,66,70,0,56,83,0.3,62,84,3.5
29/5/2026,Building_C,0,0,0,72,72,3.1,74,73,4,0,0,0,Building_D,0,0,0,69,69,2.9,61,85,0.7,63,87,3.4
30/5/2026,Building_C,0,0,0,75,76,3.1,77,82,4,0,0,0,Building_D,0,0,0,67,68,2.9,60,61,0.7,61,64,3.4
31/5/2026,Building_C,0,0,0,79,79,3.1,82,83,3.7,0,0,0,Building_D,0,0,0,72,73,3,65,87,0.9,64,88,3.3
1/6/2026,Building_C,0,0,0,73,73,2.8,74,73,3.1,0,0,0,Building_D,0,0,0,68,67,3.1,80,86,1.7,63,86,3.4
2/6/2026,Building_C,90,88,3.8,68,68,2.3,0,0,0,0,0,0,Building_D,71,71,3,69,69,2.6,61,85,0.4,0,0,0
3/6/2026,Building_C,0,0,0,78,79,2.7,80,81,3.2,0,0,0,Building_D,74,72,2.9,71,71,2.7,64,87,0.7,0,0,0
4/6/2026,Building_C,0,0,0,76,75,2.9,80,80,3.9,0,0,0,Building_D,76,76,3.1,73,72,2.7,66,87,0.7,0,0,0
5/6/2026,Building_C,0,0,0,73,73,2.9,75,75,3.4,0,0,0,Building_D,73,73,2.5,71,72,3,63,87,0.6,0,0,0
6/6/2026,Building_C,0,0,0,72,72,2.7,74,74,3.4,0,0,0,Building_D,71,70,3,70,69,2.8,62,87,0.5,0,0,0
7/6/2026,Building_C,0,0,0,71,71,2.6,74,74,3.3,0,0,0,Building_D,73,73,3.2,71,72,2.9,63,86,0.8,0,0,0
8/6/2026,Building_C,0,0,0,80,79,2.8,80,81,3.4,0,0,0,Building_D,70,69,3,67,68,2.9,59,86,0.5,0,0,0
9/6/2026,Building_C,0,0,0,76,76,3,77,78,3.5,0,0,0,Building_D,73,72,3.1,70,71,2.9,64,87,0.7,0,0,0
10/6/2026,Building_C,0,0,0,71,72,2.6,72,72,3.2,0,0,0,Building_D,70,69,3.1,68,69,2.9,60,85,0.7,0,0,0
11/6/2026,Building_C,0,0,0,78,83,3,79,80,3.6,0,0,0,Building_D,64,64,2.9,63,64,2.8,55,83,0.1,0,0,0
12/6/2026,Building_C,0,0,0,73,74,2.8,74,74,3.4,0,0,0,Building_D,61,61,3.1,61,62,2.6,54,82,0.2,0,0,0
13/6/2026,Building_C,0,0,0,69,69,2,71,71,3.3,0,0,0,Building_D,75,73,3.4,70,71,2.9,57,85,0.1,0,0,0
14/6/2026,Building_C,0,0,0,72,72,2.5,75,74,3.5,0,0,0,Building_D,79,80,3.5,74,75,3,61,85,0.5,0,0,0
15/6/2026,Building_C,0,0,0,71,72,2.7,73,73,4.1,0,0,0,Building_D,69,68,3.2,67,68,2.9,59,84,0.6,0,0,0
16/6/2026,Building_C,0,0,0,73,79,3.1,76,76,3.7,0,0,0,Building_D,0,0,0,69,68,2.5,59,86,0.2,61,87,3.1
17/6/2026,Building_C,0,0,0,73,75,2.9,76,76,4,0,0,0,Building_D,0,0,0,64,64,2.7,55,84,0,62,86,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
